product_id,product_name,category,price,discount_percent,rating,reviews_count,orders_count,seller_rating,stock_quantity,date_added,final_price,discount_amount,estimated_revenue,review_per_order_ratio,popularity_segment
WB-100166,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,131000,45,4.5,297,2549,4.4,500,2026-02-02,72000,59000,183528000,0.1165,Top sotilgan (Bestseller)
WB-100167,Shaker Protein,Sport va dam olish,175000,33,4.6,355,3301,4.4,50,2026-06-02,117200,57800,386877200,0.1075,Top sotilgan (Bestseller)
WB-100168,Termo ichki kiyim,Sport va dam olish,519000,28,4.8,19,677,4.3,500,2025-12-15,373700,145300,252994900,0.0281,Kam sotilgan
WB-100169,Konstruktor Lego mos keluvchi,Bolalar tovarlari,357000,53,4.4,17,948,4.9,50,2026-02-27,167800,189200,159074400,0.0179,O'rtacha sotilgan
WB-100170,Qishki kurtka Oversize,Kiyim va poyabzal,396000,31,4.4,9,636,4.4,10,2026-04-24,273200,122800,173755200,0.0142,Kam sotilgan
WB-100171,Simsiz quloqchin TWS,Elektronika,444000,44,5.0,164,1935,4.4,250,2025-12-04,248600,195400,481041000,0.0848,Top sotilgan (Bestseller)
WB-100172,USB Type-C kabel Tezkor,Elektronika,735000,21,4.4,36,677,4.6,250,2026-04-19,580600,154400,393066200,0.0532,Kam sotilgan
WB-100173,Klassik kostyum-shim,Kiyim va poyabzal,428000,25,4.4,18,634,4.5,50,2026-01-20,321000,107000,203514000,0.0284,Kam sotilgan
WB-100174,Telefon g'ilofi Silikon,Elektronika,939000,22,4.1,35,757,4.5,50,2026-04-14,732400,206600,554426800,0.0462,Kam sotilgan
WB-100175,Sviter Casual,Kiyim va poyabzal,495000,51,4.5,123,1334,4.7,500,2026-07-30,242600,252400,323628400,0.0922,O'rtacha sotilgan
WB-100176,Jinsi shim Slim Fit,Kiyim va poyabzal,120000,41,4.5,73,975,4.2,50,2026-07-25,70800,49200,69030000,0.0749,O'rtacha sotilgan
WB-100177,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,32000,31,4.1,40,809,4.3,10,2025-10-15,22100,9900,17878900,0.0494,Kam sotilgan
WB-100178,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,529000,39,4.2,60,975,4.8,250,2025-12-15,322700,206300,314632500,0.0615,O'rtacha sotilgan
WB-100179,Erkaklar futbolkasi Basic,Kiyim va poyabzal,143000,21,4.8,6,526,4.9,50,2026-07-18,113000,30000,59438000,0.0114,Kam sotilgan
WB-100180,Yumshoq ayiqcha Plush,Bolalar tovarlari,542000,44,4.4,277,2571,4.5,0,2026-08-07,303500,238500,780298500,0.1077,Top sotilgan (Bestseller)
WB-100181,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,101000,36,4.4,27,785,4.2,0,2026-01-22,64600,36400,50711000,0.0344,Kam sotilgan
WB-100182,Plastilin to'plami,Bolalar tovarlari,421000,20,4.4,161,1599,4.5,250,2026-02-15,336800,84200,538543200,0.1007,Top sotilgan (Bestseller)
WB-100183,Bolalar butilkasi Anti-kolik,Bolalar tovarlari,381000,19,4.2,416,2489,4.3,50,2026-04-30,308600,72400,768105400,0.1671,Top sotilgan (Bestseller)
WB-100184,Powerbank 20000mAh,Elektronika,1249000,31,4.4,115,1411,4.5,10,2026-03-04,861800,387200,1215999800,0.0815,O'rtacha sotilgan
WB-100185,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,290000,65,5.0,70,1521,4.7,50,2026-04-08,101500,188500,154381500,0.046,Top sotilgan (Bestseller)
WB-100186,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,375000,51,4.8,47,1094,4.8,0,2026-06-04,183800,191200,201077200,0.043,O'rtacha sotilgan
WB-100187,Lab bo'yog'i Matte,Go'zallik va parvarish,316000,40,4.7,37,879,4.8,25,2026-04-26,189600,126400,166658400,0.0421,Kam sotilgan
WB-100188,Suv idishi Sport 750ml,Sport va dam olish,402000,37,4.7,43,1002,4.9,500,2026-02-06,253300,148700,253806600,0.0429,O'rtacha sotilgan
WB-100189,Masofadan boshqariladigan mashina,Bolalar tovarlari,121000,19,5.0,26,657,4.5,25,2026-08-12,98000,23000,64386000,0.0396,Kam sotilgan
WB-100190,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,301000,41,4.2,14,773,4.4,250,2026-05-30,177600,123400,137284800,0.0181,Kam sotilgan
WB-100191,Sport sumkasi Suv o'tkazmaydigan,Sport va dam olish,307000,29,5.0,205,2029,4.8,250,2026-01-24,218000,89000,442322000,0.101,Top sotilgan (Bestseller)
WB-100192,Bokal to'plami (6 dona),Uy-ro'zg'or buyumlari,83000,52,4.5,61,1233,4.4,100,2025-09-09,39800,43200,49073400,0.0495,O'rtacha sotilgan
WB-100193,Pampers to'plami XL,Bolalar tovarlari,375000,41,4.4,34,952,4.9,100,2026-07-18,221300,153700,210677600,0.0357,O'rtacha sotilgan
WB-100194,Bokal to'plami (6 dona),Uy-ro'zg'or buyumlari,106000,43,4.6,164,1730,4.4,25,2026-03-10,60400,45600,104492000,0.0948,Top sotilgan (Bestseller)
WB-100195,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,278000,41,4.5,64,1258,5.0,10,2026-02-16,164000,114000,206312000,0.0509,O'rtacha sotilgan
WB-100196,Charm kamar,Kiyim va poyabzal,370000,54,4.8,72,1194,4.7,0,2026-02-13,170200,199800,203218800,0.0603,O'rtacha sotilgan
WB-100197,Jinsi shim Slim Fit,Kiyim va poyabzal,519000,22,4.4,66,866,4.3,10,2026-07-15,404800,114200,350556800,0.0762,Kam sotilgan
WB-100198,Termos 1L zanglamas,Uy-ro'zg'or buyumlari,354000,33,4.5,29,753,4.2,100,2025-10-13,237200,116800,178611600,0.0385,Kam sotilgan
WB-100199,Telefon g'ilofi Silikon,Elektronika,867000,32,5.0,90,1185,4.4,100,2025-10-19,589600,277400,698676000,0.0759,O'rtacha sotilgan
WB-100200,Parfyum Elixir 50ml,Go'zallik va parvarish,415000,16,4.2,45,630,4.8,10,2026-05-10,348600,66400,219618000,0.0714,Kam sotilgan
WB-100201,Qo'l kremi Mini,Go'zallik va parvarish,104000,19,4.1,124,1412,4.5,10,2025-11-25,84200,19800,118890400,0.0878,O'rtacha sotilgan
WB-100202,Klassik kostyum-shim,Kiyim va poyabzal,907000,25,4.5,58,867,4.4,50,2026-03-22,680200,226800,589733400,0.0669,Kam sotilgan
WB-100203,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,87000,35,4.2,38,873,4.8,250,2026-05-02,56600,30400,49411800,0.0435,Kam sotilgan
WB-100204,Sviter Casual,Kiyim va poyabzal,793000,16,5.0,5,417,4.4,0,2026-07-22,666100,126900,277763700,0.012,Kam sotilgan
WB-100205,Suv idishi Sport 750ml,Sport va dam olish,200000,39,4.4,240,1665,4.4,250,2026-06-19,122000,78000,203130000,0.1441,Top sotilgan (Bestseller)
WB-100206,Qo'l kremi Mini,Go'zallik va parvarish,96000,41,4.7,27,822,4.8,100,2025-11-16,56600,39400,46525200,0.0328,Kam sotilgan
WB-100207,USB Type-C kabel Tezkor,Elektronika,1718000,5,4.4,202,1116,4.3,0,2026-01-10,1632100,85900,1821423600,0.181,O'rtacha sotilgan
WB-100208,Bolalar kolyaskasi Yengil,Bolalar tovarlari,126000,30,4.7,222,1785,4.9,250,2026-03-22,88200,37800,157437000,0.1244,Top sotilgan (Bestseller)
WB-100209,Oshxona pichoqlar to'plami,Uy-ro'zg'or buyumlari,320000,34,4.0,251,1983,4.6,500,2025-10-08,211200,108800,418809600,0.1266,Top sotilgan (Bestseller)
WB-100210,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,642000,39,4.2,413,3646,4.6,25,2026-02-10,391600,250400,1427773600,0.1133,Top sotilgan (Bestseller)
WB-100211,Bolalar butilkasi Anti-kolik,Bolalar tovarlari,541000,35,4.4,118,1549,4.7,10,2026-04-04,351600,189400,544628400,0.0762,Top sotilgan (Bestseller)
WB-100212,Powerbank 20000mAh,Elektronika,1597000,25,5.0,251,1528,4.7,250,2026-07-20,1197800,399200,1830238400,0.1643,Top sotilgan (Bestseller)
WB-100213,Telefon g'ilofi Silikon,Elektronika,1011000,40,4.6,28,801,4.4,50,2025-08-26,606600,404400,485886600,0.035,Kam sotilgan
WB-100214,Uy shippagi Soft,Kiyim va poyabzal,678000,24,4.5,11,611,4.7,25,2025-10-31,515300,162700,314848300,0.018,Kam sotilgan
WB-100215,Chizmachilik to'plami 100+ dona,Bolalar tovarlari,83000,16,4.3,21,528,5.0,50,2026-07-03,69700,13300,36801600,0.0398,Kam sotilgan
WB-100216,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,185000,52,4.9,51,1150,4.4,250,2025-10-04,88800,96200,102120000,0.0443,O'rtacha sotilgan
WB-100217,Organayzer javon,Uy-ro'zg'or buyumlari,591000,24,3.9,128,1092,4.6,250,2026-03-10,449200,141800,490526400,0.1172,O'rtacha sotilgan
WB-100218,Bolalar kolyaskasi Yengil,Bolalar tovarlari,320000,48,4.8,108,1511,4.5,25,2025-10-28,166400,153600,251430400,0.0715,Top sotilgan (Bestseller)
WB-100219,Avtomobil ushlagichi,Elektronika,1255000,37,3.6,176,1281,4.7,0,2025-09-21,790600,464400,1012758600,0.1374,O'rtacha sotilgan
WB-100220,Avtomobil ushlagichi,Elektronika,1399000,21,4.7,122,1216,4.7,0,2026-05-10,1105200,293800,1343923200,0.1003,O'rtacha sotilgan
WB-100221,Klassik kostyum-shim,Kiyim va poyabzal,408000,16,4.0,137,912,4.2,500,2025-12-22,342700,65300,312542400,0.1502,Kam sotilgan
WB-100222,Simsiz sichqoncha,Elektronika,1133000,55,4.7,128,1458,4.6,0,2025-11-13,509800,623200,743288400,0.0878,Top sotilgan (Bestseller)
WB-100223,Parfyum Elixir 50ml,Go'zallik va parvarish,96000,53,4.9,37,1159,4.5,500,2026-03-29,45100,50900,52270900,0.0319,O'rtacha sotilgan
WB-100224,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,482000,17,4.5,6,484,4.7,500,2025-10-13,400100,81900,193648400,0.0124,Kam sotilgan
WB-100225,Sviter Casual,Kiyim va poyabzal,62000,36,4.5,5,698,4.5,500,2025-09-09,39700,22300,27710600,0.0072,Kam sotilgan
WB-100226,Bokal to'plami (6 dona),Uy-ro'zg'or buyumlari,192000,35,5.0,46,992,4.5,250,2025-09-17,124800,67200,123801600,0.0464,O'rtacha sotilgan
WB-100227,Termo ichki kiyim,Sport va dam olish,82000,23,4.6,223,1616,4.6,10,2026-01-18,63100,18900,101969600,0.138,Top sotilgan (Bestseller)
WB-100228,Soch maskasi Keratin,Go'zallik va parvarish,182000,80,4.3,179,2364,4.5,10,2025-08-25,36400,145600,86049600,0.0757,Top sotilgan (Bestseller)
WB-100229,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,429000,56,4.5,226,2452,4.8,10,2026-03-24,188800,240200,462937600,0.0922,Top sotilgan (Bestseller)
WB-100230,Velosiped chirog'i LED,Sport va dam olish,97000,63,4.1,88,1517,5.0,0,2026-06-15,35900,61100,54460300,0.058,Top sotilgan (Bestseller)
WB-100231,Yumshoq ayiqcha Plush,Bolalar tovarlari,374000,55,4.7,16,1002,4.1,50,2026-08-15,168300,205700,168636600,0.016,O'rtacha sotilgan
WB-100232,Yuz zardobi Hyaluron,Go'zallik va parvarish,57000,42,5.0,105,1206,4.8,50,2025-10-22,33100,23900,39918600,0.0871,O'rtacha sotilgan
WB-100233,Qishki kurtka Oversize,Kiyim va poyabzal,472000,38,4.4,197,1633,4.3,10,2026-02-05,292600,179400,477815800,0.1206,Top sotilgan (Bestseller)
WB-100234,Termo ichki kiyim,Sport va dam olish,353000,29,4.3,561,2593,4.8,250,2026-05-30,250600,102400,649805800,0.2164,Top sotilgan (Bestseller)
WB-100235,Chizmachilik to'plami 100+ dona,Bolalar tovarlari,112000,59,4.7,30,1053,4.8,250,2025-10-04,45900,66100,48332700,0.0285,O'rtacha sotilgan
WB-100236,Konstruktor Lego mos keluvchi,Bolalar tovarlari,598000,41,5.0,198,1537,4.2,0,2025-09-12,352800,245200,542253600,0.1288,Top sotilgan (Bestseller)
WB-100237,Termo ichki kiyim,Sport va dam olish,541000,32,4.6,137,1206,4.8,25,2026-04-07,367900,173100,443687400,0.1136,O'rtacha sotilgan
WB-100238,Yuz zardobi Hyaluron,Go'zallik va parvarish,300000,5,4.5,78,578,4.8,250,2026-05-18,285000,15000,164730000,0.1349,Kam sotilgan
WB-100239,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,445000,37,4.2,94,1216,4.4,50,2026-01-07,280400,164600,340966400,0.0773,O'rtacha sotilgan
WB-100240,Qishki kurtka Oversize,Kiyim va poyabzal,112000,53,4.5,174,2266,4.6,250,2025-12-23,52600,59400,119191600,0.0768,Top sotilgan (Bestseller)
WB-100241,Fitnes rezinkalar to'plami,Sport va dam olish,506000,53,4.4,486,3469,4.3,10,2025-11-20,237800,268200,824928200,0.1401,Top sotilgan (Bestseller)
WB-100242,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,688000,57,4.6,353,3036,4.5,500,2026-05-01,295800,392200,898048800,0.1163,Top sotilgan (Bestseller)
WB-100243,Erkaklar futbolkasi Basic,Kiyim va poyabzal,267000,38,4.9,0,705,4.7,250,2025-11-20,165500,101500,116677500,0.0,Kam sotilgan
WB-100244,Simsiz quloqchin TWS,Elektronika,334000,32,4.3,14,683,4.7,250,2026-07-27,227100,106900,155109300,0.0205,Kam sotilgan
WB-100245,Powerbank 20000mAh,Elektronika,1758000,33,4.1,122,1291,5.0,100,2026-08-12,1177900,580100,1520668900,0.0945,O'rtacha sotilgan
WB-100246,Ring Light lampa,Elektronika,1481000,17,4.9,41,657,4.6,100,2026-03-10,1229200,251800,807584400,0.0624,Kam sotilgan
WB-100247,Lab bo'yog'i Matte,Go'zallik va parvarish,281000,69,4.1,29,1227,4.5,250,2025-09-30,87100,193900,106871700,0.0236,O'rtacha sotilgan
WB-100248,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,791000,23,4.0,49,667,5.0,25,2025-12-31,609100,181900,406269700,0.0735,Kam sotilgan
WB-100249,Charm kamar,Kiyim va poyabzal,712000,65,4.4,81,1418,4.6,50,2026-06-13,249200,462800,353365600,0.0571,O'rtacha sotilgan
WB-100250,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,771000,37,4.5,36,794,5.0,10,2025-09-29,485700,285300,385645800,0.0453,Kam sotilgan
WB-100251,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,937000,53,4.2,67,1268,4.4,0,2025-10-12,440400,496600,558427200,0.0528,O'rtacha sotilgan
WB-100252,Avtomobil ushlagichi,Elektronika,1322000,33,4.2,39,816,4.7,500,2026-04-30,885700,436300,722731200,0.0478,Kam sotilgan
WB-100253,USB Type-C kabel Tezkor,Elektronika,1497000,22,4.2,12,499,4.1,50,2025-10-20,1167700,329300,582682300,0.024,Kam sotilgan
WB-100254,Parfyum Elixir 50ml,Go'zallik va parvarish,64000,25,4.4,260,1853,4.7,50,2026-01-03,48000,16000,88944000,0.1403,Top sotilgan (Bestseller)
WB-100255,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,136000,24,4.9,423,3100,4.4,500,2026-05-16,103400,32600,320540000,0.1365,Top sotilgan (Bestseller)
WB-100256,Bolalar futbolkasi Paxta,Bolalar tovarlari,363000,36,4.8,60,1139,4.7,100,2026-06-10,232300,130700,264589700,0.0527,O'rtacha sotilgan
WB-100257,Charm kamar,Kiyim va poyabzal,214000,74,4.4,198,1866,4.9,50,2025-12-03,55600,158400,103749600,0.1061,Top sotilgan (Bestseller)
WB-100258,Rivojlantiruvchi taxta Busyboard,Bolalar tovarlari,222000,31,4.5,10,600,4.4,100,2026-04-13,153200,68800,91920000,0.0167,Kam sotilgan
WB-100259,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,406000,21,4.7,19,609,4.0,0,2026-06-06,320700,85300,195306300,0.0312,Kam sotilgan
WB-100260,Bolalar butilkasi Anti-kolik,Bolalar tovarlari,532000,33,5.0,101,1224,4.8,100,2026-06-29,356400,175600,436233600,0.0825,O'rtacha sotilgan
WB-100261,Bluetooth karnay Mini,Elektronika,1268000,51,4.6,37,1018,5.0,25,2026-01-12,621300,646700,632483400,0.0363,O'rtacha sotilgan
WB-100262,Termos 1L zanglamas,Uy-ro'zg'or buyumlari,127000,51,4.4,209,1797,4.8,10,2026-04-05,62200,64800,111773400,0.1163,Top sotilgan (Bestseller)
WB-100263,Choyshablar to'plami Satina,Uy-ro'zg'or buyumlari,654000,42,4.1,20,805,4.6,500,2026-05-17,379300,274700,305336500,0.0248,Kam sotilgan
WB-100264,Jinsi shim Slim Fit,Kiyim va poyabzal,805000,35,4.9,300,2661,5.0,100,2026-03-13,523200,281800,1392235200,0.1127,Top sotilgan (Bestseller)
WB-100265,Klassik kostyum-shim,Kiyim va poyabzal,495000,5,4.8,77,741,5.0,25,2026-08-09,470200,24800,348418200,0.1039,Kam sotilgan
WB-100266,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,494000,37,4.7,30,800,4.4,500,2026-08-06,311200,182800,248960000,0.0375,Kam sotilgan
WB-100267,Tish tozalovchi kukun,Go'zallik va parvarish,365000,38,5.0,343,3002,4.4,50,2026-02-16,226300,138700,679352600,0.1143,Top sotilgan (Bestseller)
WB-100268,Avtomobil ushlagichi,Elektronika,1498000,29,4.6,85,1143,4.4,250,2026-06-22,1063600,434400,1215694800,0.0744,O'rtacha sotilgan
WB-100269,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,359000,32,4.8,38,898,4.5,10,2025-11-06,244100,114900,219201800,0.0423,Kam sotilgan
WB-100270,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,420000,31,4.7,3,614,5.0,50,2026-03-08,289800,130200,177937200,0.0049,Kam sotilgan
WB-100271,Sport sumkasi Suv o'tkazmaydigan,Sport va dam olish,249000,29,4.0,122,1263,4.5,25,2025-11-17,176800,72200,223298400,0.0966,O'rtacha sotilgan
WB-100272,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,479000,33,3.9,98,1387,4.4,250,2025-10-06,320900,158100,445088300,0.0707,O'rtacha sotilgan
WB-100273,Plastilin to'plami,Bolalar tovarlari,482000,29,4.7,41,847,4.7,100,2026-06-15,342200,139800,289843400,0.0484,Kam sotilgan
WB-100274,Pampers to'plami XL,Bolalar tovarlari,111000,27,4.1,63,1041,5.0,25,2026-03-19,81000,30000,84321000,0.0605,O'rtacha sotilgan
WB-100275,Gantellar to'plami 2x5kg,Sport va dam olish,233000,29,3.9,80,1073,4.9,0,2026-04-10,165400,67600,177474200,0.0746,O'rtacha sotilgan
WB-100276,Krossovka Sport Run,Kiyim va poyabzal,496000,35,4.4,114,1327,5.0,50,2025-08-24,322400,173600,427824800,0.0859,O'rtacha sotilgan
WB-100277,Simsiz quloqchin TWS,Elektronika,1614000,35,4.1,2,639,4.4,25,2026-01-28,1049100,564900,670374900,0.0031,Kam sotilgan
WB-100278,Lab bo'yog'i Matte,Go'zallik va parvarish,53000,70,4.7,73,1483,4.6,250,2025-10-29,15900,37100,23579700,0.0492,Top sotilgan (Bestseller)
WB-100279,Telefon g'ilofi Silikon,Elektronika,364000,57,4.1,2,920,4.6,0,2026-06-19,156500,207500,143980000,0.0022,Kam sotilgan
WB-100280,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,300000,18,4.0,117,1157,4.6,500,2025-09-01,246000,54000,284622000,0.1011,O'rtacha sotilgan
WB-100281,Smart soat Pro,Elektronika,1021000,26,4.5,142,1432,4.9,250,2026-05-15,755500,265500,1081876000,0.0992,Top sotilgan (Bestseller)
WB-100282,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,515000,25,4.3,184,1551,4.3,500,2026-05-16,386200,128800,598996200,0.1186,Top sotilgan (Bestseller)
WB-100283,Powerbank 20000mAh,Elektronika,148000,24,4.5,324,2163,4.6,0,2026-06-11,112500,35500,243337500,0.1498,Top sotilgan (Bestseller)
WB-100284,Sviter Casual,Kiyim va poyabzal,127000,29,3.8,124,1254,4.6,0,2025-10-12,90200,36800,113110800,0.0989,O'rtacha sotilgan
WB-100285,Bolalar butilkasi Anti-kolik,Bolalar tovarlari,490000,25,5.0,11,663,4.7,250,2026-07-19,367500,122500,243652500,0.0166,Kam sotilgan
WB-100286,Ring Light lampa,Elektronika,541000,33,4.2,50,796,4.8,500,2026-03-07,362500,178500,288550000,0.0628,Kam sotilgan
WB-100287,Powerbank 20000mAh,Elektronika,274000,33,4.4,342,2041,4.8,500,2026-06-09,183600,90400,374727600,0.1676,Top sotilgan (Bestseller)
WB-100288,Bluetooth karnay Mini,Elektronika,1132000,55,4.0,155,2011,4.6,50,2026-04-04,509400,622600,1024403400,0.0771,Top sotilgan (Bestseller)
WB-100289,Avtomobil ushlagichi,Elektronika,1400000,17,4.3,457,3390,4.9,250,2026-07-04,1162000,238000,3939180000,0.1348,Top sotilgan (Bestseller)
WB-100290,Klassik kostyum-shim,Kiyim va poyabzal,651000,29,4.3,210,2145,4.6,10,2026-05-07,462200,188800,991419000,0.0979,Top sotilgan (Bestseller)
WB-100291,Yumshoq ayiqcha Plush,Bolalar tovarlari,462000,29,4.8,39,796,4.5,500,2025-12-20,328000,134000,261088000,0.049,Kam sotilgan
WB-100292,Shampun Sulfatsiz,Go'zallik va parvarish,217000,27,4.6,82,1102,4.8,100,2026-05-30,158400,58600,174556800,0.0744,O'rtacha sotilgan
WB-100293,Tish tozalovchi kukun,Go'zallik va parvarish,296000,49,4.2,127,1491,5.0,500,2025-12-14,151000,145000,225141000,0.0852,Top sotilgan (Bestseller)
WB-100294,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,371000,21,4.0,14,562,4.8,500,2026-07-12,293100,77900,164722200,0.0249,Kam sotilgan
WB-100295,Shampun Sulfatsiz,Go'zallik va parvarish,44000,39,4.7,151,1746,4.8,10,2025-10-22,26800,17200,46792800,0.0865,Top sotilgan (Bestseller)
WB-100296,Yuz zardobi Hyaluron,Go'zallik va parvarish,330000,47,4.7,313,3047,4.4,50,2026-04-13,174900,155100,532920300,0.1027,Top sotilgan (Bestseller)
WB-100297,Charm kamar,Kiyim va poyabzal,64000,33,4.1,68,1058,4.4,10,2026-08-11,42900,21100,45388200,0.0643,O'rtacha sotilgan
WB-100298,Uy shippagi Soft,Kiyim va poyabzal,645000,24,4.3,255,1859,4.4,10,2026-01-09,490200,154800,911281800,0.1372,Top sotilgan (Bestseller)
WB-100299,Powerbank 20000mAh,Elektronika,318000,9,4.1,86,932,4.5,250,2026-06-01,289400,28600,269720800,0.0923,O'rtacha sotilgan
WB-100300,Parfyum Elixir 50ml,Go'zallik va parvarish,317000,42,4.4,148,1908,4.9,250,2026-02-03,183900,133100,350881200,0.0776,Top sotilgan (Bestseller)
WB-100301,Tish tozalovchi kukun,Go'zallik va parvarish,268000,27,4.2,165,1735,5.0,500,2025-08-28,195600,72400,339366000,0.0951,Top sotilgan (Bestseller)
WB-100302,Erkaklar futbolkasi Basic,Kiyim va poyabzal,238000,35,4.3,40,843,4.3,25,2025-12-04,154700,83300,130412100,0.0474,Kam sotilgan
WB-100303,Yumshoq ayiqcha Plush,Bolalar tovarlari,387000,26,4.1,30,700,4.8,500,2026-08-13,286400,100600,200480000,0.0429,Kam sotilgan
WB-100304,Termo ichki kiyim,Sport va dam olish,294000,40,4.0,405,2205,4.4,500,2026-04-05,176400,117600,388962000,0.1837,Top sotilgan (Bestseller)
WB-100305,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,574000,15,4.4,179,1805,4.8,250,2025-09-29,487900,86100,880659500,0.0992,Top sotilgan (Bestseller)
WB-100306,Qo'l kremi Mini,Go'zallik va parvarish,42000,32,4.8,21,801,4.6,10,2025-09-11,28600,13400,22908600,0.0262,Kam sotilgan
WB-100307,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,810000,26,5.0,95,919,4.3,10,2026-05-15,599400,210600,550848600,0.1034,Kam sotilgan
WB-100308,Avtomobil ushlagichi,Elektronika,774000,16,5.0,130,1077,5.0,100,2026-05-20,650200,123800,700265400,0.1207,O'rtacha sotilgan
WB-100309,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,113000,28,4.7,123,1513,4.7,25,2026-03-05,81400,31600,123158200,0.0813,Top sotilgan (Bestseller)
WB-100310,Avtomobil ushlagichi,Elektronika,1325000,52,4.6,176,1858,4.6,25,2026-07-21,636000,689000,1181688000,0.0947,Top sotilgan (Bestseller)
WB-100311,Gantellar to'plami 2x5kg,Sport va dam olish,633000,37,4.1,118,1173,4.5,250,2026-03-27,398800,234200,467792400,0.1006,O'rtacha sotilgan
WB-100312,Plastilin to'plami,Bolalar tovarlari,404000,58,4.3,20,1025,4.7,0,2025-11-21,169700,234300,173942500,0.0195,O'rtacha sotilgan
WB-100313,Yuz zardobi Hyaluron,Go'zallik va parvarish,412000,21,4.7,62,787,4.7,0,2026-07-16,325500,86500,256168500,0.0788,Kam sotilgan
WB-100314,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,535000,65,4.9,13,1114,4.7,500,2026-04-03,187200,347800,208540800,0.0117,O'rtacha sotilgan
WB-100315,Krossovka Sport Run,Kiyim va poyabzal,535000,44,4.8,191,1918,4.6,250,2026-07-19,299600,235400,574632800,0.0996,Top sotilgan (Bestseller)
WB-100316,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,85000,53,4.6,60,1239,4.7,250,2026-02-14,40000,45000,49560000,0.0484,O'rtacha sotilgan
WB-100317,Chizmachilik to'plami 100+ dona,Bolalar tovarlari,134000,40,5.0,25,849,4.1,500,2026-05-30,80400,53600,68259600,0.0294,Kam sotilgan
WB-100318,Smart soat Pro,Elektronika,511000,41,4.9,363,2584,4.4,25,2026-07-05,301500,209500,779076000,0.1405,Top sotilgan (Bestseller)
WB-100319,Tana skrabı Kofe,Go'zallik va parvarish,287000,28,4.9,100,1087,4.8,0,2026-01-29,206600,80400,224574200,0.092,O'rtacha sotilgan
WB-100320,Bokal to'plami (6 dona),Uy-ro'zg'or buyumlari,229000,20,4.9,48,725,4.7,50,2026-05-31,183200,45800,132820000,0.0662,Kam sotilgan
WB-100321,Qishki kurtka Oversize,Kiyim va poyabzal,824000,46,4.8,36,1070,4.6,0,2026-05-08,445000,379000,476150000,0.0336,O'rtacha sotilgan
WB-100322,Tish tozalovchi kukun,Go'zallik va parvarish,115000,46,4.6,269,2374,4.5,50,2025-12-14,62100,52900,147425400,0.1133,Top sotilgan (Bestseller)
WB-100323,Chizmachilik to'plami 100+ dona,Bolalar tovarlari,303000,19,4.5,83,1016,4.2,100,2026-08-07,245400,57600,249326400,0.0817,O'rtacha sotilgan
WB-100324,Powerbank 20000mAh,Elektronika,1054000,7,4.2,18,429,4.6,500,2026-04-28,980200,73800,420505800,0.042,Kam sotilgan
WB-100325,Jinsi shim Slim Fit,Kiyim va poyabzal,521000,38,4.2,299,2934,4.7,0,2026-08-17,323000,198000,947682000,0.1019,Top sotilgan (Bestseller)
WB-100326,USB Type-C kabel Tezkor,Elektronika,1075000,21,4.4,57,834,4.5,25,2026-03-02,849200,225800,708232800,0.0683,Kam sotilgan
WB-100327,Bluetooth karnay Mini,Elektronika,917000,14,4.6,83,748,4.7,250,2026-01-12,788600,128400,589872800,0.111,Kam sotilgan
WB-100328,Smart soat Pro,Elektronika,1217000,23,4.7,14,579,4.6,250,2026-03-20,937100,279900,542580900,0.0242,Kam sotilgan
WB-100329,Lab bo'yog'i Matte,Go'zallik va parvarish,82000,5,4.4,19,388,4.5,50,2026-06-24,77900,4100,30225200,0.049,Kam sotilgan
